9812360,5,691,88,1651
9310261,4,761,41,1649
9409309,3,782,27,1648
9710204,2,743,52,1644
9205221,2,738,55,1643
9311243,4,783,22,1636
9412322,0,759,39,1635
9502224,2,716,66,1632
9407344,3,745,45,1628
9304218,1,804,6,1627
9806471,8,694,77,1627
9410326,3,747,43,1626
9208249,2,775,24,1624
9410231,5,734,50,1623
9502363,2,754,36,1618
9509204,2,684,82,1616
9506451,5,622,122,1615
9502206,1,752,36,1613
9209220,1,754,34,1611
9801368,3,730,48,1607
9507352,1,786,11,1606
9407248,1,746,37,1604
9402254,0,758,29,1603
9407291,1,723,52,1603
9403397,0,737,43,1603
9505207,3,720,53,1602
9407394,3,729,47,1602
9605408,2,662,90,1596
9711395,10,520,182,1596
9805470,2,672,83,1595
9402227,1,704,60,1589
9211248,6,699,61,1587
9604412,4,727,43,1587
9712225,1,659,89,1586
9406212,4,750,27,1585
9305348,2,682,73,1585
9512388,1,691,66,1581
9309293,3,709,53,1580
9209250,2,725,40,1572
9211204,4,716,44,1568
9508272,1,755,19,1568
9302221,1,743,25,1562
9504324,1,720,40,1561
9802290,7,472,203,1560
9506416,1,663,77,1558
9406224,2,699,52,1556
9508258,3,692,56,1555
9610481,1,718,39,1554
9602287,4,674,67,1553
9711396,6,505,179,1553
9810442,0,611,110,1552
9612449,2,737,25,1551
9209215,1,704,47,1550
9506354,1,683,61,1550
9204228,0,717,36,1542
9409215,1,683,58,1541
9408390,1,723,31,1540
9302240,6,700,44,1538
9707251,4,614,101,1535
9410388,1,702,43,1534
9610323,3,680,57,1534
9405388,3,609,104,1533
9705392,1,718,32,1533
9411273,2,718,30,1528
9606411,2,636,84,1526
9305260,3,741,13,1524
9503214,3,679,53,1520
9310313,2,675,56,1520
9309335,4,726,21,1519
9405346,0,710,33,1519
9305267,0,633,84,1518
9704423,1,576,121,1516
9208215,1,745,8,1515
9309283,1,657,65,1510
9504378,5,578,116,1509
9606427,0,678,50,1506
9611273,1,704,32,1505
9803277,1,597,102,1501
9407401,0,682,45,1499
9706239,0,692,38,1498
9903298,4,682,43,1497
9712224,0,629,76,1486
9309266,1,674,45,1484
9612243,1,713,19,1484
9403364,1,635,70,1481
9212206,0,698,28,1480
9507248,1,723,11,1480
9712495,0,627,75,1479
9409375,1,614,83,1478
9406390,1,654,55,1474
9810410,1,636,66,1471
9705442,0,311,282,1468
9802201,2,683,33,1467
9412278,3,699,22,1467
9612446,1,647,57,1466
9603249,13,414,208,1465
9603314,1,631,67,1464
9506201,0,685,30,1460
9712290,2,566,108,1458
9209231,2,696,21,1457
9209292,0,703,17,1457
9503303,0,632,64,1456
9510439,2,605,81,1455
9511386,6,655,46,1454
9811428,5,564,107,1454
9409391,1,694,21,1452
9602323,1,653,47,1448
9811378,0,649,50,1448
9408332,2,691,21,1447
9408382,1,671,34,1445
9405233,3,635,57,1444
9207253,4,700,13,1443
9406427,0,682,26,1442
9601387,2,630,59,1439
9609381,12,424,193,1439
9505326,4,643,49,1437
9310332,2,671,31,1437
9310316,3,604,75,1436
9305345,3,612,69,1434
9504219,4,552,108,1432
9303205,5,567,96,1427
9305275,8,640,46,1426
9308336,0,590,81,1423
9405368,1,667,29,1422
9510449,3,592,78,1421
9405407,3,571,92,1421
9504373,1,660,33,1420
9207217,2,650,39,1419
9303317,1,606,68,1417
9708483,1,604,69,1416
9212203,4,541,110,1416
9409437,1,653,36,1415
9502366,5,628,51,1414
9410283,1,648,39,1414
9704207,16,416,188,1412
9603327,0,679,17,1409
9807305,2,591,75,1409
9511344,0,654,32,1404
9307317,0,649,35,1403
9602366,12,608,58,1402
9306242,5,550,99,1402
9504277,0,649,33,1397
9710431,4,631,42,1392
9311274,9,610,54,1391
9508403,1,629,44,1391
9509389,0,549,97,1389
9403390,3,619,49,1388
9608224,1,600,62,1387
9405234,0,653,27,1387
9603311,1,652,27,1386
9409244,0,580,75,1385
9604432,0,681,7,1383
9211228,6,658,20,1382
9204206,0,684,4,1380
9404283,6,530,104,1378
9804363,2,545,95,1377
9209279,3,612,50,1377
9701412,4,649,25,1377
9504314,0,589,66,1376
9407251,0,622,43,1373
9209241,1,618,45,1372
9205238,0,582,69,1371
9703276,2,510,116,1370
9610540,0,560,83,1369
9405259,3,630,35,1368
9501222,1,623,40,1367
9512252,0,574,73,1367
9704448,5,575,70,1365
9411233,5,614,44,1365
9402278,5,636,29,1364
9409335,2,579,68,1364
9311366,1,619,41,1362
9506477,1,572,72,1361
9406385,4,600,52,1360
9405410,2,537,93,1355
9509379,3,608,45,1354
9404281,3,602,49,1354
9208251,3,598,51,1352
9702245,0,560,77,1351
9502348,1,579,64,1351
9210260,1,651,16,1351
9805217,2,568,71,1351
9712305,0,603,48,1350
9307226,1,658,11,1350
9504241,3,621,34,1347
9502417,5,602,45,1344
9503285,2,644,18,1344
9512364,7,604,43,1344
9412324,2,626,30,1344
9905312,12,465,134,1344
9401208,1,631,27,1344
9807283,1,577,62,1341
9312324,6,585,55,1341
9603363,1,598,48,1341
9403407,0,649,14,1340
9409203,0,633,24,1338
9408253,2,594,49,1337
9310326,1,621,31,1336
9312215,8,602,41,1335
9408370,4,619,31,1335
9512218,4,541,82,1332
9205233,3,617,31,1330
9603374,1,582,55,1330
9506242,1,585,53,1330
9312318,1,607,38,1329
9505428,4,606,36,1324
9408275,0,614,31,1321
9506452,1,560,66,1319
9209271,0,635,16,1318
9502418,0,585,49,1317
9604339,1,640,12,1317
9602250,3,616,27,1316
9410387,1,587,47,1316
9608365,4,585,47,1315
9505244,2,612,29,1313
9605357,0,568,58,1310
9411260,2,569,56,1308
9811390,1,508,97,1308
9505319,0,597,37,1305
9504246,1,551,67,1304
9903417,4,524,84,1304
9605431,4,467,121,1301
9307315,0,640,7,1301
9401204,2,606,29,1301
9710565,1,583,44,1299
9809582,0,552,65,1299
9403347,2,615,22,1298
9505275,5,532,76,1297
9406286,0,623,17,1297
9303251,4,574,48,1296
9903294,1,571,51,1296
9904267,2,547,66,1294
9702276,1,585,40,1291
9801431,1,567,52,1291
9607251,2,575,46,1290
9801375,2,572,48,1290
9510372,4,590,35,1289
9402363,2,608,23,1287
9610229,1,541,68,1287
9403383,3,570,48,1287
9302202,0,571,48,1286
9402210,5,549,61,1286
9303281,6,464,117,1285
9708222,0,586,37,1283
9205227,0,623,12,1282
9604438,1,606,23,1282
9807310,1,537,69,1282
9905220,2,515,83,1281
9804403,6,409,151,1277
9701289,7,522,75,1276
9607225,2,553,56,1276
9701256,1,604,22,1275
9802314,3,529,71,1274
9408313,2,609,18,1274
9705444,4,602,22,1274
9605323,9,482,100,1273
9508379,10,502,86,1272
9406386,1,520,77,1272
9307342,5,574,39,1270
9410406,1,542,61,1268
9206238,1,632,1,1268
9505304,2,591,27,1265
9512281,2,609,15,1265
9701303,0,560,48,1264
9312296,2,540,60,1262
9205234,3,542,58,1261
9503264,2,536,62,1260
9411431,3,595,22,1259
9308277,1,611,12,1259
9204237,1,611,12,1259
9612394,0,557,48,1258
9311228,3,576,34,1257
102122,0,424,136,1256
9410203,2,594,22,1256
9709442,0,548,53,1255
9704452,7,451,115,1254
9405341,2,551,50,1254
9403266,1,497,86,1253
9606388,2,462,109,1253
9404280,6,556,45,1253
9705337,5,546,52,1253
9510220,3,558,43,1248
9604298,1,606,11,1246
9308272,2,520,68,1246
9209239,1,552,46,1243
9203216,5,589,20,1243
9712287,0,524,65,1243
9906234,2,516,69,1241
9608441,2,585,23,1241
9703288,2,474,97,1241
9503443,1,546,49,1240
9508321,1,520,66,1239
9801443,4,574,28,1236
9503306,0,609,6,1236
9806263,2,525,61,1235
9311255,0,562,37,1235
9506350,2,556,40,1234
9406248,1,580,24,1233
9306220,4,590,16,1232
9311232,1,572,29,1232
9805471,1,520,63,1230
9408352,1,576,25,1228
9611239,1,591,15,1228
9707482,1,549,42,1225
9412208,1,522,60,1225
9406346,0,587,16,1222
9301244,7,516,61,1222
9412367,4,527,54,1220
9302217,1,554,37,1220
9504287,1,575,23,1220
9611465,2,583,17,1219
9709388,1,480,86,1219
9302307,4,491,77,1217
9302234,1,588,13,1216
9309294,1,513,63,1216
9707390,0,511,64,1214
9702359,1,548,39,1214
9612269,1,491,77,1214
9609360,1,559,31,1212
9908364,1,572,22,1211
9606203,1,554,34,1211
9805262,0,516,59,1209
9612464,1,540,42,1207
9902467,0,489,76,1206
9612398,1,533,46,1205
9610224,0,551,34,1204
9604330,1,537,42,1201
9410384,3,554,30,1201
9812448,9,421,116,1199
9612284,1,566,22,1199
9608276,1,547,34,1197
9302247,7,521,49,1196
9511397,5,447,99,1196
9701244,1,519,52,1195
9404201,1,450,98,1195
9403350,1,545,34,1193
9408245,4,452,95,1193
9308208,1,558,25,1192
9803440,0,528,45,1191
9606226,0,580,9,1187
9206266,1,528,43,1186
9503486,11,486,67,1184
9401226,3,496,63,1184
9602208,0,486,70,1182
9810272,0,557,22,1180
9403249,4,528,40,1180
9309272,3,549,26,1179
9512369,0,493,64,1178
9607487,1,544,29,1176
9703337,1,488,66,1175
9403219,1,500,58,1175
9405342,3,542,29,1174
9807386,0,540,31,1173
9208254,8,529,35,1171
9503263,0,514,47,1169
9808270,3,527,37,1168
9808272,4,480,68,1168
9602299,1,504,53,1168
9612433,5,470,74,1167
9807325,0,421,108,1166
9504312,1,509,49,1166
9611363,1,495,58,1165
9211211,6,552,18,1164
9702443,4,497,55,1163
9504327,3,426,102,1161
9307266,4,499,53,1161
9811323,6,464,75,1159
9502385,0,503,51,1159
9509327,1,478,67,1158
9802334,1,457,81,1158
9408346,6,503,48,1156
9802394,1,462,77,1156
9610544,2,491,57,1155
9502308,2,542,23,1155
9501220,2,561,10,1154
9804233,3,405,113,1152
9412265,1,455,80,1151
9511288,2,387,125,1151
9310297,1,537,25,1150
9809352,5,540,21,1148
9307318,1,556,11,1146
9209245,0,523,33,1145
9701238,2,501,47,1145
9312251,0,545,18,1144
9706230,0,542,19,1141
9311225,0,548,15,1141
9502335,3,478,60,1139
9805272,1,503,44,1139
9501384,13,414,99,1138
9702307,1,524,29,1136
9608430,1,464,69,1136
9407273,0,516,34,1134
9509410,1,504,41,1132
9408214,3,396,112,1131
9501375,3,476,58,1129
9512383,0,488,51,1129
9711217,0,539,16,1126
9710371,0,537,17,1125
9807319,1,500,41,1124
9606230,5,471,59,1124
9701286,1,492,46,1123
9405218,5,472,58,1123
9504342,0,431,87,1123
9411397,0,536,16,1120
9210240,2,517,28,1120
9702322,0,485,50,1120
9402335,4,381,118,1120
9702380,0,486,49,1119
9812472,7,437,79,1118
9303303,1,500,39,1118
9610209,0,400,106,1118
9612235,0,515,29,1117
9305289,2,548,6,1116
9405204,4,526,20,1116
9409380,2,494,42,1116
9307347,3,493,42,1115
9504234,0,486,47,1113
9502340,0,498,39,1113
9406262,1,506,33,1112
9807353,2,417,92,1112
1002,2,474,54,1112
9609512,3,496,39,1112
9509351,0,488,45,1111
9602207,1,534,14,1111
9607392,1,522,22,1111
9403387,0,467,59,1111
9411303,2,466,59,1111
9311248,5,518,23,1110
9207222,0,534,14,1110
9806328,1,433,81,1110
9904220,0,500,36,1108
9703353,1,439,76,1107
9703299,0,462,61,1107
9306292,0,525,19,1107
9210255,1,539,9,1106
9603420,5,414,91,1106
9209262,4,516,23,1105
9712392,0,473,53,1105
9403230,0,485,45,1105
9311205,3,344,137,1102
9702392,0,411,93,1101
9707263,0,508,28,1100
9301204,1,539,7,1100
9211216,0,532,12,1100
9510408,4,459,59,1099
9802289,2,509,26,1098
9801444,3,510,25,1098
9610449,2,473,50,1098
111190,3,510,25,1098
9205240,2,525,15,1097
9505289,1,515,22,1097
9211222,0,530,12,1096
9505245,1,499,32,1095
9206241,3,486,40,1095
9305225,4,488,38,1094
9507366,0,514,22,1094
9703465,2,479,44,1092
9305342,0,519,18,1092
9606324,0,510,23,1089
9605269,0,538,4,1088
9812475,3,439,69,1088
9206214,1,512,21,1088
9503445,3,503,26,1087
9309203,1,523,13,1086
9803299,0,456,58,1086
9407247,6,365,116,1084
9350,7,412,84,1083
9702243,0,501,27,1083
9903535,5,452,58,1083
9207219,0,511,20,1082
9812397,2,438,68,1082
9809406,1,488,35,1082
9212248,3,482,38,1081
9212288,4,498,27,1081
9508359,5,458,53,1080
9401314,0,525,10,1080
9212289,0,529,7,1079
9807415,1,482,38,1079
9802391,1,412,84,1077
9707546,2,496,27,1075
9603378,3,374,108,1075
9309236,0,530,5,1075
9706206,1,495,28,1075
9807327,0,441,64,1074
9604283,0,435,68,1074
9308309,2,468,45,1073
9804252,1,480,37,1072
9609529,1,463,48,1071
9207278,4,484,33,1071
9808312,1,442,61,1068
9512288,0,477,38,1068
9610461,0,522,8,1068
9804400,2,481,34,1066
9212204,7,507,15,1066
9604452,1,402,87,1066
9602277,2,436,64,1066
9902371,2,425,71,1065
9808333,0,447,57,1065
9501389,0,526,4,1064
9703420,4,461,46,1064
9507428,0,526,4,1064
9605339,2,483,32,1064
9306259,5,447,55,1064
9408315,0,499,22,1064
9504413,1,489,28,1063
9405245,0,497,23,1063
9810280,0,459,48,1062
9311260,1,482,32,1061
9512348,6,493,23,1061
9709439,0,491,26,1060
9505369,1,477,35,1060
9409372,2,485,29,1059
9702343,1,469,40,1059
9705271,3,468,40,1059
9211333,0,528,1,1059
9505224,1,464,43,1058
9306290,0,467,41,1057
9310242,6,467,39,1057
9705307,2,468,39,1055
9611443,0,495,21,1053
9610358,1,454,48,1053
9404247,4,460,43,1053
9803457,1,452,49,1052
9401236,4,473,34,1052
9703349,1,426,66,1051
9506423,1,508,11,1050
9505329,6,333,126,1050
9612261,0,498,18,1050
9508275,0,456,46,1050
9705391,0,495,20,1050
9502397,0,505,13,1049
9604370,2,413,73,1047
9305319,2,458,43,1047
9409443,0,495,19,1047
9608205,6,409,74,1046
9710401,3,410,74,1045
9510323,0,521,1,1045
9604317,5,355,110,1045
9307356,0,510,8,1044
9309223,0,418,69,1043
9408229,2,456,43,1043
9305335,1,476,30,1043
9609279,4,408,74,1042
9808301,1,399,81,1042
9507284,0,441,53,1041
9409434,3,471,32,1041
9710417,0,480,27,1041
9410267,3,475,29,1040
9805422,9,379,91,1040
9509311,7,423,62,1039
9609481,7,405,74,1039
9406350,0,492,18,1038
9507213,1,487,21,1038
9503204,1,461,38,1037
9602236,3,469,32,1037
9706307,0,490,19,1037
9507271,2,441,51,1037
9402288,4,447,46,1036
9408222,1,390,85,1036
9608229,0,453,43,1035
9608251,4,448,45,1035
9903451,1,458,39,1034
9610252,4,437,52,1034
9210229,1,494,15,1034
9408234,0,458,39,1033
9502400,2,490,17,1033
9602374,5,421,62,1033
9210221,3,498,11,1032
9803391,1,463,35,1032
9401311,1,464,34,1031
9411341,3,495,12,1029
9711427,0,457,38,1028
9310374,1,507,4,1027
9602381,0,419,63,1027
9503437,2,490,15,1027
9606314,3,420,61,1026
9605283,2,425,58,1026
9506398,2,466,30,1024
9603366,3,432,52,1023
9505334,1,470,27,1022
9711308,1,449,41,1022
9808470,0,473,25,1021
9406363,4,408,67,1021
9304216,1,477,22,1021
9404209,2,428,54,1020
9809596,0,387,82,1020
9210228,1,470,26,1019
9508202,1,414,63,1018
9912231,2,416,61,1017
9902310,1,434,49,1016
9206242,4,371,90,1016
9505281,3,485,14,1015
9205237,1,459,32,1015
9506233,2,472,23,1015
9708311,2,461,30,1014
9608318,1,442,43,1014
9709288,1,467,26,1013
9511324,1,462,29,1012
9501357,5,392,74,1011
9602342,0,487,12,1010
9204211,1,429,50,1009
9407342,1,483,14,1009
9804241,1,405,66,1009
9310379,2,380,82,1008
9810512,4,460,28,1008
9404342,1,463,27,1008
9506256,3,424,52,1007
9312355,0,449,36,1006
9607292,2,467,23,1005
9512328,1,397,70,1005
9703442,3,430,47,1004
9506248,3,437,42,1003
9305228,0,433,45,1001
9306201,1,467,22,1001
9305239,0,442,39,1001
9806308,3,392,71,1000
9610276,6,440,38,1000
9211320,3,449,33,1000
9511388,1,402,65,1000
9511210,6,360,91,999
9309204,0,495,3,999
9206262,2,436,41,997
9408373,0,468,20,996
9712493,0,384,76,996
9311337,0,466,21,995
9801356,1,437,40,995
9501314,0,485,8,994
9212285,1,420,51,994
9805293,0,468,19,993
9312291,1,442,36,993
9311367,0,468,19,993
9302280,2,410,57,993
9606337,2,314,121,993
9407407,0,445,34,992
9303273,2,432,42,992
9403376,0,464,21,991
2147,4,423,47,991
9902323,0,404,61,991
9310350,3,438,37,990
9603391,2,482,8,990
9206212,4,479,9,989
9209248,2,439,36,988
9403224,13,391,64,987
9208230,5,462,19,986
9304206,3,472,13,986
9605465,1,433,39,984
9503411,2,414,51,983
9612426,1,438,35,982
9703246,1,456,23,982
9810535,3,431,39,982
9903404,2,428,41,981
9808296,1,400,60,981
9512225,0,420,47,981
9608253,0,454,24,980
9507212,1,377,75,980
9506459,0,472,12,980
9411296,1,452,25,980
9709243,1,435,36,979
9702318,0,414,50,978
9812282,2,364,82,976
9511469,1,472,10,975
9408215,1,461,17,974
9508288,2,441,30,974
9406431,0,446,27,973
9510219,0,458,19,973
9703284,5,424,40,973
9306271,1,454,21,972
9802299,0,418,45,971
9712415,2,444,27,971
9205229,1,464,14,971
9310211,3,449,23,970
9311376,3,467,11,970
9307217,1,475,6,969
9706540,2,430,35,967
6124,8,331,99,967
9906206,1,409,49,966
9702299,1,439,29,966
9605222,0,447,24,966
9812287,4,337,96,966
9704275,0,424,39,965
9503358,0,442,27,965
9406430,2,433,32,964
9902443,2,439,28,964
9304261,1,478,2,963
9211202,0,459,15,963
9207212,7,457,14,963
9411274,0,456,17,963
9807522,2,444,24,962
9405320,4,370,72,960
9211302,1,445,23,960
9611229,0,455,16,958
9208243,4,459,12,958
9809509,1,466,8,957
9812320,1,404,49,956
9803384,1,453,16,955
9702409,2,370,71,955
9501287,5,386,59,954
9304240,5,366,72,953
9603261,1,401,50,953
9507343,1,448,18,951
9703211,1,420,36,949
9602438,3,449,16,949
9505308,1,435,26,949
9712201,6,412,39,947
9502318,0,466,5,947
9802361,1,432,27,946
9409421,3,425,31,946
9606251,0,383,60,946
9803415,1,419,35,944
9802405,3,372,65,942
9412209,1,433,25,942
9411334,3,420,33,942
9702361,1,416,36,941
9606386,7,410,38,941
9711261,1,450,13,940
9212212,5,385,55,940
9306296,1,447,15,940
9411429,2,440,19,939
9503213,0,453,11,939
9711223,0,411,39,939
9406302,1,452,11,938
9507371,2,414,36,938
9608308,1,366,68,937
9305205,3,446,14,937
9806467,2,403,43,937
9502291,3,390,51,936
9504292,3,355,74,935
9808467,1,407,40,935
9402284,0,455,8,934
9308274,1,411,37,934
9709395,5,385,53,934
9810440,0,437,20,934
9410338,2,401,43,933
9501231,0,402,43,933
9802445,3,370,63,932
9703279,0,332,89,931
9411335,0,458,5,931
9709429,1,462,2,931
9806236,1,358,71,930
9605288,4,355,72,930
9703220,1,385,53,930
9807501,0,315,100,930
9507329,1,427,25,930
9208207,2,431,22,930
9905311,0,394,47,929
9308295,7,440,14,929
9810308,2,403,40,928
9801412,1,439,16,927
9501394,3,394,45,926
9406210,0,443,13,925
9901209,1,355,71,924
9409212,1,410,34,923
9504372,4,335,83,923
9904211,4,342,78,922
9602262,0,413,32,922
9409263,1,445,10,921
9302269,0,453,5,921
9807443,9,355,67,920
9602333,0,434,17,919
9602214,1,444,10,919
9503464,2,392,44,918
9307208,6,393,42,918
9510376,1,373,57,918
9406392,1,417,27,916
9810320,0,413,30,916
9607421,0,398,40,916
9510204,5,391,43,916
2064,0,380,52,916
9706315,1,342,77,916
9412374,0,428,20,916
9610283,1,424,22,915
9808299,2,374,55,915
